k-means compress with I-FGSM./images/test_274.JPEG
l2 norm is 0.08827582032461406
l2 norm is 0.08830399789838753
l2 norm is 0.08835599138559068
l2 norm is 0.08836640749062565
l2 norm is 0.08840641099551749
l2 norm is 0.08843068982077056
l2 norm is 0.0884820799549306
l2 norm is 0.08849104200706025
l2 norm is 0.08856009777690431
l2 norm is 0.08858662637196633
l2 norm is 0.08864458731340775
l2 norm is 0.08865383758765476
l2 norm is 0.0887067257877879
l2 norm is 0.08874859075031842
l2 norm is 0.0887828573499687
l2 norm is 0.08884902915304767
l2 norm is 0.08888230352431198
l2 norm is 0.08893262110025911
l2 norm is 0.08897047014586763
l2 norm is 0.08901531847813472
l2 norm is 0.08907137981284241
l2 norm is 0.08908024075813673
l2 norm is 0.08913209229067237
l2 norm is 0.08915311277882108
l2 norm is 0.08919252850405346
l2 norm is 0.08924525400039575
l2 norm is 0.08928345556041759
l2 norm is 0.08930623934047138
l2 norm is 0.08936601065897859
l2 norm is 0.08940534294178967
l2 norm is 0.08944915591933686
l2 norm is 0.08950300491805502
l2 norm is 0.08953891746283583
l2 norm is 0.08959585696478223
l2 norm is 0.0896375352384519
l2 norm is 0.08967938107284407
l2 norm is 0.08971114842895757
l2 norm is 0.08977139192155673
l2 norm is 0.08980105256252828
l2 norm is 0.08988580030658627
l2 norm is 0.08992252835153215
l2 norm is 0.08996413810327028
l2 norm is 0.09001446137539469
l2 norm is 0.0900421129649139
l2 norm is 0.09011082757831107
l2 norm is 0.09012204584982299
l2 norm is 0.09019759200475641
l2 norm is 0.09020281648541806
[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0]
[1.0, 1.0, 0.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0]
finished image 
./images/test_8403.JPEG
l2 norm is 0.0
l2 norm is 0.010885713051243385
l2 norm is 0.01478713258588544
l2 norm is 0.01813972262627896
l2 norm is 0.020073500291496082
l2 norm is 0.02197530717223271
l2 norm is 0.023513567438835554
l2 norm is 0.024924550019397907
l2 norm is 0.026424917626700836
l2 norm is 0.027834433108976635
l2 norm is 0.029172566060644754
l2 norm is 0.030563171660418727
l2 norm is 0.0317008200891448
l2 norm is 0.03277693556746345
l2 norm is 0.03359056495105647
l2 norm is 0.03449853102985663
l2 norm is 0.035298544620596894
l2 norm is 0.03582073775614129
l2 norm is 0.03637703313114662
l2 norm is 0.0370279881543723
l2 norm is 0.037789966096794546
l2 norm is 0.038462744872508045
l2 norm is 0.039327225122777
l2 norm is 0.03979916783949907
l2 norm is 0.04067865099254015
l2 norm is 0.04103952943075843
l2 norm is 0.04180145194047905
l2 norm is 0.04234413626932783
l2 norm is 0.04327650694688423
l2 norm is 0.04361951914507631
l2 norm is 0.04442688084291984
l2 norm is 0.044899066545777036
l2 norm is 0.04547369265237511
l2 norm is 0.04577301521744543
l2 norm is 0.04631208388547666
l2 norm is 0.04672057573632734
l2 norm is 0.047314045572641614
l2 norm is 0.047617302382802346
l2 norm is 0.04811744876083943
l2 norm is 0.04840219214486996
l2 norm is 0.04879667222759271
l2 norm is 0.04903040709099236
l2 norm is 0.049460940496745584
l2 norm is 0.049710968607338694
l2 norm is 0.049992024355552264
l2 norm is 0.050248278974779265
l2 norm is 0.050555407855584975
l2 norm is 0.050874349642680866
l2 norm is 0.05112122702797992
l2 norm is 0.051437875840892835
l2 norm is 0.05173573832960756
l2 norm is 0.05196914847018192
l2 norm is 0.052209038829628795
l2 norm is 0.052388694046829866
l2 norm is 0.05269424138701973
l2 norm is 0.052826573430197046
l2 norm is 0.0531779569628972
l2 norm is 0.053327121055389635
l2 norm is 0.05351311710843796
l2 norm is 0.05368640079111312
l2 norm is 0.05396615212490816
l2 norm is 0.05407313338415848
l2 norm is 0.05431430000177418
l2 norm is 0.054440094118604725
l2 norm is 0.05467629104933108
l2 norm is 0.05477630055774035
l2 norm is 0.055051663988718365
l2 norm is 0.05513391129848933
l2 norm is 0.055421736767330025
l2 norm is 0.055505853990208034
l2 norm is 0.05570785364287987
l2 norm is 0.05583333328736955
l2 norm is 0.05603000956620723
l2 norm is 0.0561169305339051
l2 norm is 0.056336085686854435
l2 norm is 0.056426737873951076
l2 norm is 0.056667276393336706
l2 norm is 0.0567571986008358
l2 norm is 0.0569736028513507
l2 norm is 0.05708298304584036
l2 norm is 0.057321525328492544
l2 norm is 0.057419624089868566
l2 norm is 0.05769714569828817
l2 norm is 0.057776489512499085
l2 norm is 0.05801566982678511
l2 norm is 0.05814981171025721
l2 norm is 0.05833789077302083
l2 norm is 0.058454975059510444
l2 norm is 0.05862565959844545
l2 norm is 0.05873819071765338
l2 norm is 0.058948798139766605
l2 norm is 0.05902931525567093
l2 norm is 0.059262412152977555
l2 norm is 0.05935753672174056
l2 norm is 0.059576471979603265
l2 norm is 0.05971168525821035
l2 norm is 0.05991083087816146
l2 norm is 0.0600004341002993
l2 norm is 0.0601879893055998
l2 norm is 0.06034944053734186
l2 norm is 0.06049086302561497
l2 norm is 0.060857994455072714
l2 norm is 0.060975302912931156
l2 norm is 0.061258048290868714
l2 norm is 0.06136388753423559
l2 norm is 0.06163746998572871
l2 norm is 0.06177276280472382
l2 norm is 0.061941191223222614
l2 norm is 0.06201024504284621
l2 norm is 0.06215739972598482
l2 norm is 0.06222976249793079
l2 norm is 0.06238541306250801
l2 norm is 0.06246459971672416
l2 norm is 0.06262675857097338
l2 norm is 0.06269249850342573
l2 norm is 0.06292074486257751
l2 norm is 0.06299123461401325
l2 norm is 0.06315172414640288
l2 norm is 0.06327886238421121
l2 norm is 0.06340484969828737
l2 norm is 0.06350473732318551
l2 norm is 0.0636430647384961
l2 norm is 0.06374249140614044
l2 norm is 0.06384526424764163
l2 norm is 0.06403743832282908
l2 norm is 0.0641316357747576
l2 norm is 0.0642970282887686
l2 norm is 0.0643941146749178
l2 norm is 0.06457412805378389
l2 norm is 0.06467335817074531
l2 norm is 0.06479195197743791
l2 norm is 0.06492074838640848
l2 norm is 0.06499641641265858
l2 norm is 0.06515329613267694
l2 norm is 0.06521738539247382
l2 norm is 0.06540200017731636
l2 norm is 0.06546888671783338
l2 norm is 0.06561904167760299
l2 norm is 0.06566954885956093
l2 norm is 0.06595854746459869
l2 norm is 0.06600635043008267
l2 norm is 0.06616921756186803
l2 norm is 0.06622797161739366
l2 norm is 0.06638373666492407
l2 norm is 0.06643401995800459
l2 norm is 0.0665670299779506
l2 norm is 0.0666287215783194
l2 norm is 0.06674071190024572
l2 norm is 0.06682591504163722
l2 norm is 0.06693206555503435
l2 norm is 0.06701016351734636
l2 norm is 0.06716012091905584
l2 norm is 0.06724730286410016
l2 norm is 0.06733978321203939
l2 norm is 0.06744559445427727
l2 norm is 0.06753479017420709
l2 norm is 0.067675493908557
l2 norm is 0.06775551498517776
l2 norm is 0.06794368169252298
l2 norm is 0.0680194714810525
l2 norm is 0.06815121838468137
l2 norm is 0.06822358677642017
l2 norm is 0.06844533896622605
l2 norm is 0.0685038402474614
l2 norm is 0.0686501246238829
l2 norm is 0.06871891158710752
l2 norm is 0.06887247098301116
l2 norm is 0.06890996183401803
l2 norm is 0.0690213575627271
l2 norm is 0.06906400330447925
l2 norm is 0.0692012984016883
l2 norm is 0.06925210451593207
l2 norm is 0.06935246028944285
l2 norm is 0.06941116644142288
l2 norm is 0.06952977286066339
l2 norm is 0.06959249486056886
l2 norm is 0.06968576870144731
l2 norm is 0.0697386090106342
l2 norm is 0.06991806259630634
l2 norm is 0.06994542692228989
l2 norm is 0.07012678827102509
l2 norm is 0.07021071431162808
l2 norm is 0.07031018531486154
l2 norm is 0.07039632701112683
l2 norm is 0.0704723798795996
l2 norm is 0.07053224016283854
l2 norm is 0.0706086742364661
l2 norm is 0.07065024651001318
l2 norm is 0.07079270744328127
l2 norm is 0.07083797464463297
l2 norm is 0.07090332563484444
l2 norm is 0.07099874706636114
l2 norm is 0.07106201058116891
l2 norm is 0.0711466725885442
l2 norm is 0.07126088107933624
l2 norm is 0.07128687097499176
l2 norm is 0.0715513466749526
l2 norm is 0.07159359436526089
l2 norm is 0.0718625626739342
l2 norm is 0.07194550919689705
l2 norm is 0.07205004368293624
l2 norm is 0.0720872837078206
l2 norm is 0.07216488737411494
l2 norm is 0.07221325381384751
l2 norm is 0.07228138468276693
l2 norm is 0.07233560885025021
l2 norm is 0.07240630002425487
l2 norm is 0.07245326489958873
l2 norm is 0.07252352677076476
l2 norm is 0.07256853566913857
l2 norm is 0.07270187719304408
l2 norm is 0.07272452522827215
l2 norm is 0.07298226329400245
l2 norm is 0.07300095568318761
l2 norm is 0.07314929793834796
l2 norm is 0.07317608711587244
l2 norm is 0.07336458152153717
l2 norm is 0.07338741210038989
l2 norm is 0.07355265618110973
l2 norm is 0.07362086315486278
l2 norm is 0.07366860238327709
l2 norm is 0.07374650894404595
l2 norm is 0.073802130023203
l2 norm is 0.07386825331287669
l2 norm is 0.07391551776727898
l2 norm is 0.07401961037397396
l2 norm is 0.07406850716014565
l2 norm is 0.07413080614208913
l2 norm is 0.07417564332352469
l2 norm is 0.07428981804150102
l2 norm is 0.07433473471301404
l2 norm is 0.07439938635793361
l2 norm is 0.07446024530433439
l2 norm is 0.07451128403323092
l2 norm is 0.07457349411245338
l2 norm is 0.07462038363382584
l2 norm is 0.07468205701475132
l2 norm is 0.0747393992994393
l2 norm is 0.0748031471631695
l2 norm is 0.07484780244368533
l2 norm is 0.0749141558219813
l2 norm is 0.07495225911796354
l2 norm is 0.07501369068239774
l2 norm is 0.07506658322955148
l2 norm is 0.0751642125703816
l2 norm is 0.07518910097501044
l2 norm is 0.0753449585820447
l2 norm is 0.07536916637402914
l2 norm is 0.0755986136519384
l2 norm is 0.07562529872212642
l2 norm is 0.07571696191885303
l2 norm is 0.07575086864557236
l2 norm is 0.07581873487730711
l2 norm is 0.0758437124155169
l2 norm is 0.07601678477379754
l2 norm is 0.0760374350001772
l2 norm is 0.07617955597029054
l2 norm is 0.07620242618778512
l2 norm is 0.07629027395951668
l2 norm is 0.0763155242920507
l2 norm is 0.07640476570559918
l2 norm is 0.07643185777340653
l2 norm is 0.07650526155114208
l2 norm is 0.07652923009523081
l2 norm is 0.07662713196003157
l2 norm is 0.07665207085217986
l2 norm is 0.07673724969222497
l2 norm is 0.07675795785632943
l2 norm is 0.07685220558771519
l2 norm is 0.07687042338037635
l2 norm is 0.07710179597001941
l2 norm is 0.07714602913296403
l2 norm is 0.07718443634250544
l2 norm is 0.0772542589890063
l2 norm is 0.07727925460509229
l2 norm is 0.07741660879203202
l2 norm is 0.0774466419013514
l2 norm is 0.07750200483878429
l2 norm is 0.0775357525549029
l2 norm is 0.07760758723117392
l2 norm is 0.07764501947137285
l2 norm is 0.07769043881246822
l2 norm is 0.07772848116513545
l2 norm is 0.07779831233672549
l2 norm is 0.07783784844594034
l2 norm is 0.07788767530696745
l2 norm is 0.0779300910776726
l2 norm is 0.07800487283068351
l2 norm is 0.0780437732677787
l2 norm is 0.07809375197623145
l2 norm is 0.07813587411066306
l2 norm is 0.07819899988298634
l2 norm is 0.07823743180588004
l2 norm is 0.0783469088385074
l2 norm is 0.0783873177479499
l2 norm is 0.07845577608870365
l2 norm is 0.07849641073750933
l2 norm is 0.07856176299426208
l2 norm is 0.07860889185622585
l2 norm is 0.07866395478123302
l2 norm is 0.07871469625959256
l2 norm is 0.07876650467460666
l2 norm is 0.07881538108990467
l2 norm is 0.07885113859388676
l2 norm is 0.07890054096681923
l2 norm is 0.0789612095940328
l2 norm is 0.07900800882916918
l2 norm is 0.07907313259818328
l2 norm is 0.07910975366731958
l2 norm is 0.0791924184426761
l2 norm is 0.07923355980793967
l2 norm is 0.07928112630003713
l2 norm is 0.07932295253015627
l2 norm is 0.07938755692164015
l2 norm is 0.0794240037003165
l2 norm is 0.07954614703520245
l2 norm is 0.07958310923723722
l2 norm is 0.07965401829638395
l2 norm is 0.07969966286044387
l2 norm is 0.07973127436696938
l2 norm is 0.07977789620527263
l2 norm is 0.07983893924467483
l2 norm is 0.07988036846815069
l2 norm is 0.07994486315494803
l2 norm is 0.07998698269747122
l2 norm is 0.08004889594439697
l2 norm is 0.08010822695669713
l2 norm is 0.08014029322663561
l2 norm is 0.08019953630196953
l2 norm is 0.08022851023184235
l2 norm is 0.08029681385143361
l2 norm is 0.08032348307234768
l2 norm is 0.08038877498955882
l2 norm is 0.08042032696842524
l2 norm is 0.08047855095294945
l2 norm is 0.08050477531623335
l2 norm is 0.0805667414802744
l2 norm is 0.080602065777795
l2 norm is 0.08065601336427107
l2 norm is 0.08068861218324191
l2 norm is 0.08074087268292168
l2 norm is 0.0807762274804043
l2 norm is 0.08082791859128279
l2 norm is 0.08086478438688786
l2 norm is 0.08092317482942372
l2 norm is 0.08095363844513763
l2 norm is 0.08102456935058532
l2 norm is 0.0810450122987652
l2 norm is 0.08116154062005053
l2 norm is 0.08117251851191165
l2 norm is 0.08126447140674897
l2 norm is 0.08127822844107746
l2 norm is 0.08140945926131962
l2 norm is 0.08142144461796023
l2 norm is 0.08148887404697132
l2 norm is 0.08150870351341848
l2 norm is 0.08158647781283747
l2 norm is 0.08160606387383662
l2 norm is 0.0816707095927304
l2 norm is 0.08170182350469515
l2 norm is 0.0817570446040311
l2 norm is 0.0817846667935604
l2 norm is 0.08186163282657391
l2 norm is 0.08188271699093101
l2 norm is 0.08198656272768286
l2 norm is 0.08200797250271816
l2 norm is 0.08207385058268468
l2 norm is 0.08209734195606051
l2 norm is 0.08217921139528145
l2 norm is 0.08220326179586548
l2 norm is 0.0822570055786982
l2 norm is 0.08228301400656363
l2 norm is 0.08235296107390107
l2 norm is 0.08237879223734033
l2 norm is 0.08245086069849182
l2 norm is 0.08247161071982606
l2 norm is 0.0826030906302098
l2 norm is 0.08262242724439214
l2 norm is 0.08268351316175518
l2 norm is 0.08271406875931864
l2 norm is 0.08276494905729782
l2 norm is 0.08280438291157326
l2 norm is 0.08284909276595052
l2 norm is 0.08288519441988233
l2 norm is 0.0829480292511388
l2 norm is 0.08298688793112517
l2 norm is 0.08303822913789345
l2 norm is 0.08308286079194559
l2 norm is 0.08315425745122561
l2 norm is 0.08318803520553521
l2 norm is 0.08330780124935754
l2 norm is 0.08334030150794472
l2 norm is 0.0834206580548247
l2 norm is 0.08343602970342297
l2 norm is 0.08357053082186106
l2 norm is 0.0835855127893032
l2 norm is 0.08363806494691782
l2 norm is 0.08367469436016542
l2 norm is 0.0837146564268126
l2 norm is 0.08377149404395094
l2 norm is 0.08380930140402565
l2 norm is 0.08385902853706369
l2 norm is 0.08390280732492494
l2 norm is 0.08394406704269408
l2 norm is 0.083987549233887
l2 norm is 0.08404166740333713
l2 norm is 0.08407846436594225
l2 norm is 0.08414440378100008
l2 norm is 0.08418011864376958
l2 norm is 0.08423513303552553
l2 norm is 0.0842785700358512
l2 norm is 0.08431355702859536
l2 norm is 0.08436497401345126
l2 norm is 0.08440980888622518
l2 norm is 0.08446009492916996
l2 norm is 0.08451558549241454
l2 norm is 0.0845606516458444
l2 norm is 0.08464619830734166
l2 norm is 0.08468805259703775
l2 norm is 0.084773080691289
l2 norm is 0.08482780658882094
l2 norm is 0.08489037192170201
l2 norm is 0.08494633242158747
l2 norm is 0.0850340101452303
l2 norm is 0.08510887486174484
l2 norm is 0.08513189796596463
l2 norm is 0.08519261659801998
l2 norm is 0.08521342031744474
l2 norm is 0.08527976263373514
l2 norm is 0.08530104733192523
l2 norm is 0.08537684509167184
l2 norm is 0.08541280788141156
l2 norm is 0.08546019074978325
l2 norm is 0.0855011999876671
l2 norm is 0.08555241756251224
l2 norm is 0.08559372807697797
l2 norm is 0.08564103803394106
l2 norm is 0.08568587093835879
l2 norm is 0.08573471060632086
l2 norm is 0.0857682023522035
l2 norm is 0.08582887232236519
l2 norm is 0.08586596090554627
l2 norm is 0.08592149737223602
l2 norm is 0.08595705893493776
l2 norm is 0.08600125332199074
l2 norm is 0.08606360135208276
l2 norm is 0.08610230325055368
l2 norm is 0.08616182731695529
l2 norm is 0.08621021639907349
l2 norm is 0.08625471566964439
l2 norm is 0.0863273539659754
l2 norm is 0.08635294264078135
l2 norm is 0.0864209076751923
l2 norm is 0.08644983258692421
l2 norm is 0.08650638840749514
l2 norm is 0.08653307843799345
l2 norm is 0.08664988433886027
l2 norm is 0.08667306759995311
l2 norm is 0.08683921237644138
l2 norm is 0.08687271516954827
l2 norm is 0.08694767837654382
l2 norm is 0.08697361995044033
l2 norm is 0.08703724297327767
l2 norm is 0.08706985933024176
l2 norm is 0.08711302679045338
l2 norm is 0.08715039974296465
l2 norm is 0.08720229339972042
l2 norm is 0.0872392571381501
l2 norm is 0.08731614822757784
l2 norm is 0.08734648000787464
l2 norm is 0.08748031580000953
l2 norm is 0.08750567641323298
l2 norm is 0.087570598552821
l2 norm is 0.08760460036108428
l2 norm is 0.08765665276922759
l2 norm is 0.08768845990176255
l2 norm is 0.08774832225721281
l2 norm is 0.08779142397496378
l2 norm is 0.08783772784102165
l2 norm is 0.08788681286915682
l2 norm is 0.08792178078618076
l2 norm is 0.08798833819524042
l2 norm is 0.08801653638016058
l2 norm is 0.08808323101106479
l2 norm is 0.08811209379118903
l2 norm is 0.08816297243548928
l2 norm is 0.08819190944020004
l2 norm is 0.0882191505014272
l2 norm is 0.08828557339352794
l2 norm is 0.08830904966007114
l2 norm is 0.08835618375079668
l2 norm is 0.08837926190130847
l2 norm is 0.08847746438078338
l2 norm is 0.08849028424095244
l2 norm is 0.0886840190217752
l2 norm is 0.08871955975817694
l2 norm is 0.08875496034460884
l2 norm is 0.08878125238200382
l2 norm is 0.08882803630908306
l2 norm is 0.08885665977915079
l2 norm is 0.08891146468572433
l2 norm is 0.08893794083234703
l2 norm is 0.08900393978450596
l2 norm is 0.08903233933476953
l2 norm is 0.08908924717564778
l2 norm is 0.08911535698131072
l2 norm is 0.08920935895368237
l2 norm is 0.08924008825772353
l2 norm is 0.08929121594423547
l2 norm is 0.08931553578906694
l2 norm is 0.0894055200281647
l2 norm is 0.08942804359730659
l2 norm is 0.08952420359239695
l2 norm is 0.08956657549103296
l2 norm is 0.08959586216213497
l2 norm is 0.08964381569644063
l2 norm is 0.08966719341836099
l2 norm is 0.08972224540272598
l2 norm is 0.08974548335485252
l2 norm is 0.08979475717285716
l2 norm is 0.08982867135103882
l2 norm is 0.08986111659672406
l2 norm is 0.0898963214648105
l2 norm is 0.08994297063504565
l2 norm is 0.0899790853713227
l2 norm is 0.09001129015831394
l2 norm is 0.09008421541486283
[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.0]
[2.0, 1.0, 0.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0]
finished image 
./images/test_5951.JPEG
l2 norm is 0.0
l2 norm is 0.010399779547505443
l2 norm is 0.013776326954377855
l2 norm is 0.016866266270674245
l2 norm is 0.01972642844810828
l2 norm is 0.02198104036168232
l2 norm is 0.024096921776557447
l2 norm is 0.026274715411930973
l2 norm is 0.028364206080259014
l2 norm is 0.029995404865711665
l2 norm is 0.031568115060667215
l2 norm is 0.03250700133589837
l2 norm is 0.03356591987568239
l2 norm is 0.034404148739797136
l2 norm is 0.03527655811594491
l2 norm is 0.035824617976787536
l2 norm is 0.03666081817122871
l2 norm is 0.03741082613204741
l2 norm is 0.03808319253077275
l2 norm is 0.03864743430931345
l2 norm is 0.03913449864306676
l2 norm is 0.039647121889151184
l2 norm is 0.04019709110727206
l2 norm is 0.040687030994075106
l2 norm is 0.04108598753414165
l2 norm is 0.041448233233660446
l2 norm is 0.0419741955182444
l2 norm is 0.042499929662078266
l2 norm is 0.04287871089992278
l2 norm is 0.04328723213275815
l2 norm is 0.04379891408318597
l2 norm is 0.04419582542292395
l2 norm is 0.04467883916437362
l2 norm is 0.045141223598484444
l2 norm is 0.0454784336339184
l2 norm is 0.04616317339857781
l2 norm is 0.04647683124477362
l2 norm is 0.0468729088237336
l2 norm is 0.047073188670123035
l2 norm is 0.04773382133109719
l2 norm is 0.048005789736664604
l2 norm is 0.048309591248026605
l2 norm is 0.04875149913310692
l2 norm is 0.049061553412162354
l2 norm is 0.04955871700798625
l2 norm is 0.04980914245577272
l2 norm is 0.050393550255611534
l2 norm is 0.05065874765970242
l2 norm is 0.05081783865552605
l2 norm is 0.0511516237044371
l2 norm is 0.05129580959616159
l2 norm is 0.05160527198288523
l2 norm is 0.05175378396892707
l2 norm is 0.052082820482510624
l2 norm is 0.05226731092359687
l2 norm is 0.052485694245335765
l2 norm is 0.05277876178007326
l2 norm is 0.052983881419354055
l2 norm is 0.05337555603320087
l2 norm is 0.05354928703471827
l2 norm is 0.053962379065168896
l2 norm is 0.05413655791481371
l2 norm is 0.05428778869085849
l2 norm is 0.0545694469193477
l2 norm is 0.054707514983070846
l2 norm is 0.054968584141472904
l2 norm is 0.05516394555747075
l2 norm is 0.05527538617948445
l2 norm is 0.05542923517156866
l2 norm is 0.055734593897369074
l2 norm is 0.055868547026680204
l2 norm is 0.05640442903715136
l2 norm is 0.056800165422145804
l2 norm is 0.056910353541695005
l2 norm is 0.05703278957535892
l2 norm is 0.05715476371966333
l2 norm is 0.05727570168621283
l2 norm is 0.057544132567381424
l2 norm is 0.05766420547267098
l2 norm is 0.05809575688918629
l2 norm is 0.05827120776883555
l2 norm is 0.058420286110306266
l2 norm is 0.05846880067494866
l2 norm is 0.058626934429714346
l2 norm is 0.05869725145884271
l2 norm is 0.058835674576557466
l2 norm is 0.05891558159646657
l2 norm is 0.05906822106238895
l2 norm is 0.05914938256203173
l2 norm is 0.05926712260665996
l2 norm is 0.059409718495760926
l2 norm is 0.059510885363641165
l2 norm is 0.05986358415362095
l2 norm is 0.059957642340436657
l2 norm is 0.06005972574299214
l2 norm is 0.060202358660880924
l2 norm is 0.06023810471591174
l2 norm is 0.060382735895559134
l2 norm is 0.060431936594530285
l2 norm is 0.06054812091652979
l2 norm is 0.060657931964972114
l2 norm is 0.06074097883610407
l2 norm is 0.061128306832191066
l2 norm is 0.06120385697462487
l2 norm is 0.061292512008256646
l2 norm is 0.061379002011135275
l2 norm is 0.06147727104587786
l2 norm is 0.06160966189784702
l2 norm is 0.06172619439751471
l2 norm is 0.061752036555655816
l2 norm is 0.06187160123475693
l2 norm is 0.06191765228779266
l2 norm is 0.062044030129338366
l2 norm is 0.06207309148916084
l2 norm is 0.062180864753487344
l2 norm is 0.06224702323588262
l2 norm is 0.062349785280178184
l2 norm is 0.06238255231715856
l2 norm is 0.06251078006044612
l2 norm is 0.06253695513017847
l2 norm is 0.06266649243359322
l2 norm is 0.0626900658833507
l2 norm is 0.06285178009621441
l2 norm is 0.06287148092458204
l2 norm is 0.06302984477998291
l2 norm is 0.06305546836714544
l2 norm is 0.06316098113674133
l2 norm is 0.06319504815328228
l2 norm is 0.06328785429153148
l2 norm is 0.06333513644097592
l2 norm is 0.06342002478210534
l2 norm is 0.06349605481097582
l2 norm is 0.06356510076458091
l2 norm is 0.06382205911549184
l2 norm is 0.0639024313529621
l2 norm is 0.06393730866752217
l2 norm is 0.06401512484789215
l2 norm is 0.06417544834441398
l2 norm is 0.0642542226420536
l2 norm is 0.06447929876801348
l2 norm is 0.06456486451669659
l2 norm is 0.06460752921598745
l2 norm is 0.06469129858750286
l2 norm is 0.06478570615289517
l2 norm is 0.06485361604434342
l2 norm is 0.06526070808531798
l2 norm is 0.06529880713817143
l2 norm is 0.06538843163762043
l2 norm is 0.06540431057177463
l2 norm is 0.06556780670165809
l2 norm is 0.0655807665353545
l2 norm is 0.06568505145181557
l2 norm is 0.06572295765573845
l2 norm is 0.06580456409467683
l2 norm is 0.0658314136629398
l2 norm is 0.06591010223356615
l2 norm is 0.06594857105989321
l2 norm is 0.0660186105256204
l2 norm is 0.06608304793262446
l2 norm is 0.06615130839566755
l2 norm is 0.06624810587788905
l2 norm is 0.06631511156187098
l2 norm is 0.06643544985612555
l2 norm is 0.0665288382693785
l2 norm is 0.06655053983835897
l2 norm is 0.06664115017284859
l2 norm is 0.06666764186292404
l2 norm is 0.06675379281193695
l2 norm is 0.06678744257868784
l2 norm is 0.06687147898852451
l2 norm is 0.06689637592306104
l2 norm is 0.06697404618599502
l2 norm is 0.0670006217040301
l2 norm is 0.06708501579093065
l2 norm is 0.06711694192358539
l2 norm is 0.06719858097584692
l2 norm is 0.06724451911361266
l2 norm is 0.06733389474753541
l2 norm is 0.06735546483132375
l2 norm is 0.06743297575582533
l2 norm is 0.06747708774493398
l2 norm is 0.0675762172109953
l2 norm is 0.06759877771319682
l2 norm is 0.06768231587423607
l2 norm is 0.06771880154504298
l2 norm is 0.06779126405564638
l2 norm is 0.0678202452334644
l2 norm is 0.0678850543806266
l2 norm is 0.06795033967403048
l2 norm is 0.06800889358888243
l2 norm is 0.06810366282736667
l2 norm is 0.06816200305155772
l2 norm is 0.06823656085159975
l2 norm is 0.06828881777741447
l2 norm is 0.06856159205322361
l2 norm is 0.06861949544489199
l2 norm is 0.06868286905718328
l2 norm is 0.06873271356349314
l2 norm is 0.06890807645673692
l2 norm is 0.06896288677497435
l2 norm is 0.06912173508828665
l2 norm is 0.06914543792438767
l2 norm is 0.0691979674253881
l2 norm is 0.06926122185824299
l2 norm is 0.06931530618641149
l2 norm is 0.06952291784296977
l2 norm is 0.06957407808367252
l2 norm is 0.06966702232541461
l2 norm is 0.06972926358993715
l2 norm is 0.06978048608966521
l2 norm is 0.06983459502262437
l2 norm is 0.07004359269477212
l2 norm is 0.07010209869567421
l2 norm is 0.07023999661616277
l2 norm is 0.07030672142337209
l2 norm is 0.070379672150955
l2 norm is 0.07043322160246034
l2 norm is 0.07064019110490893
l2 norm is 0.07069248598889562
l2 norm is 0.07087019444502546
l2 norm is 0.07093535163751905
l2 norm is 0.07095023527710403
l2 norm is 0.07101197478331471
l2 norm is 0.07102967783664506
l2 norm is 0.07108736245311566
l2 norm is 0.07111709900361994
l2 norm is 0.07117246538057644
l2 norm is 0.07121691253420884
l2 norm is 0.071269444156927
l2 norm is 0.071364894797753
l2 norm is 0.07141520822747525
l2 norm is 0.07156266006301903
l2 norm is 0.07161197946611973
l2 norm is 0.07171935704022145
l2 norm is 0.07176810484093482
l2 norm is 0.07182981558348092
l2 norm is 0.07187655462781313
l2 norm is 0.07202545090437057
l2 norm is 0.07207847538649335
l2 norm is 0.0721603315955589
l2 norm is 0.0722087139844675
l2 norm is 0.07224861473208277
l2 norm is 0.07229998132732159
l2 norm is 0.07233529984905582
l2 norm is 0.07238681078622904
l2 norm is 0.0724209424455717
l2 norm is 0.07247824577843198
l2 norm is 0.07250050443851985
l2 norm is 0.07255603136284673
l2 norm is 0.0725906062711954
l2 norm is 0.07264617650125388
l2 norm is 0.07268867192283054
l2 norm is 0.07273944928715793
l2 norm is 0.07283433846082298
l2 norm is 0.07287625451729833
l2 norm is 0.07311927336395375
l2 norm is 0.07317917020147983
l2 norm is 0.07325115466855557
l2 norm is 0.07326191636447599
l2 norm is 0.07332271916967173
l2 norm is 0.07333694685943076
l2 norm is 0.07339395058658167
l2 norm is 0.07341598553222942
l2 norm is 0.07346701130499142
l2 norm is 0.0734956900124025
l2 norm is 0.07354693590728559
l2 norm is 0.07357539991945088
l2 norm is 0.07361712807279785
l2 norm is 0.0736830855948983
l2 norm is 0.07373141294468478
l2 norm is 0.07376154819285577
l2 norm is 0.0738032089554514
l2 norm is 0.07386400118067488
l2 norm is 0.07390294837331306
l2 norm is 0.07398858898250499
l2 norm is 0.07402730393188495
l2 norm is 0.07407993586237234
l2 norm is 0.07412126375261796
l2 norm is 0.07417313529230239
l2 norm is 0.07421239085309897
l2 norm is 0.07425986268084407
l2 norm is 0.0743032839865836
l2 norm is 0.07435235120421733
l2 norm is 0.07439277975354579
l2 norm is 0.07446117086457003
l2 norm is 0.07450347169805271
